,x,y,z
1,1.6845333333333332,0.4855333333333333,0.37953333333333333
2,0.2553026666666666,0.6623026666666666,11.145302666666666
3,0.3345,10.7825,0.7005
4,0.4922,0.9422,0.2662
5,5.8516379999999995,11.292638,5.570638
6,9.379933333333334,6.653933333333334,1.1509333333333336
7,7.077100000000001,10.1021,6.798100000000001
8,2.881266666666667,6.903266666666667,6.709266666666667
9,7.726466666666666,9.154466666666666,8.130466666666665
10,1.425266666666667,8.944266666666667,2.126266666666667
11,7.7482,9.6502,2.5491999999999995
12,6.989633333333333,6.298633333333333,2.886633333333333
13,8.864199999999999,6.7892,6.9762
14,0.20473,0.20473,5.10373
15,10.536766666666669,4.262766666666667,0.7067666666666669
16,9.416366666666669,2.6733666666666673,8.692366666666668
17,0.6402333333333332,4.828233333333333,8.905233333333333
18,0.6259360000000003,11.104936,10.532936000000001
19,11.036704,8.248704,11.047704
20,7.250366666666666,2.4783666666666666,6.153366666666667
21,0.3876999999999999,5.8137,7.0377
22,9.524033333333334,0.1160333333333336,7.790033333333334
23,8.009400000000001,6.0634,10.313400000000001
24,0.9577333333333335,8.987733333333335,0.6097333333333336
25,0.7938333333333334,9.812833333333334,5.652833333333334
26,6.7665999999999995,1.8526,3.4696
27,0.6089333333333334,2.7269333333333337,6.169933333333334
28,0.3873333333333333,5.749333333333333,5.277333333333333
29,9.248466666666667,4.803466666666667,6.085466666666667
30,7.110600000000001,1.7286000000000001,0.6066000000000001
31,8.671333333333333,3.3673333333333333,5.946333333333333
32,3.678362666666667,0.1763626666666669,2.088362666666667
33,11.158600666666667,2.8046006666666665,5.939600666666667
34,5.6195,0.14950000000000016,10.1625
35,8.6393,7.8323,10.1443
36,4.856,5.428,5.811
37,4.6229000000000005,10.2539,2.8399
38,6.726333333333333,10.883333333333335,8.029333333333334
39,6.740633333333333,7.476633333333334,0.8826333333333335
40,1.6982,3.2982000000000005,10.3442
41,10.2719,5.8279000000000005,4.1539
42,3.5000666666666667,2.4570666666666665,10.364066666666666
43,4.207033333333333,8.090033333333333,1.059033333333333
44,6.020166666666667,6.588166666666667,10.864166666666666
45,1.0702666666666665,5.8082666666666665,4.685266666666666
46,10.357166666666666,8.821166666666667,10.485166666666666
47,5.672066666666667,9.519066666666667,7.9690666666666665
48,8.787799999999999,0.7397999999999998,1.2777999999999998
49,10.7154,3.7214,7.8704
50,8.073331333333334,0.7063313333333335,0.23633133333333345
51,6.1435666666666675,5.0425666666666675,10.568566666666667
52,4.524466666666666,9.437466666666667,5.2194666666666665
53,8.442633333333333,0.21463333333333343,7.096633333333334
54,5.988933333333334,8.573933333333333,6.691933333333334
55,0.6190333333333332,1.4050333333333331,1.8380333333333332
56,7.2149,0.3999,8.0669
57,10.510533333333333,3.055533333333333,8.951533333333332
58,2.276366666666666,8.235366666666666,1.9593666666666665
59,8.420833333333334,6.227833333333334,8.816833333333333
60,4.887498666666667,8.858498666666668,0.040498666666666676
61,3.649666666666666,1.0226666666666664,4.099666666666666
62,0.7140333333333332,11.024033333333334,4.826033333333333
63,2.3917666666666664,10.372766666666667,1.9047666666666667
64,5.581133333333334,10.173133333333332,1.7051333333333334
65,9.737933333333334,5.368933333333333,4.146933333333333
66,4.009899999999999,1.1279,7.3019
67,4.051933333333333,2.1309333333333336,6.113933333333333
68,4.3329,1.8909000000000002,6.1359
69,0.6911333333333332,10.154133333333332,2.986133333333333
70,6.1751,10.7291,7.2241
71,6.6077,10.7147,2.0397
72,2.3266666666666667,7.5616666666666665,10.272666666666666
73,7.000333333333333,8.905333333333333,3.1733333333333333
74,3.9506,5.4525999999999994,3.5416000000000003
75,2.6645333333333334,1.2105333333333335,9.155533333333334
76,2.5070333333333332,3.8130333333333333,10.965033333333333
77,3.570066666666667,6.151066666666667,3.012066666666667
78,6.799533333333334,5.691533333333334,4.858533333333334
79,9.296866666666666,1.3618666666666666,8.979866666666666
80,4.487866666666667,6.297866666666667,4.059866666666667
81,7.655633333333334,5.706633333333334,8.354633333333334
82,9.523866666666667,8.061866666666667,1.8068666666666664
83,7.2039,9.9069,0.8648999999999999
84,4.699933333333333,4.721933333333333,8.500933333333332
85,1.3627,3.0997,3.7116999999999996
86,0.9396666666666664,5.334666666666666,0.1776666666666665
87,4.618733333333333,0.3387333333333334,7.825733333333334
88,2.5679333333333334,6.085933333333333,6.263933333333333
89,8.495366666666667,4.711366666666667,4.382366666666667
90,7.705266666666667,4.554266666666667,10.274266666666668
91,5.7016,2.6186,3.4135999999999997
92,8.960666666666667,8.376666666666667,8.758666666666667
93,7.616733333333333,2.785733333333333,2.478733333333333
94,8.728000000000002,5.566,1.5910000000000002
95,8.2232,3.4982000000000006,3.3822000000000005
96,7.178533333333333,6.481533333333333,6.910533333333333
97,9.1625,5.560499999999999,5.1545
98,3.2108666666666665,7.939866666666667,7.828866666666666
99,1.6613,2.8233,1.5413
100,9.9953,10.1163,6.2303
101,1.2752666666666665,2.3662666666666663,9.767266666666666
102,10.125067999999999,10.245067999999998,10.837067999999999
103,8.3905,2.6165000000000003,8.3565
104,0.20389733333333349,8.222897333333334,4.254897333333334
105,0.5149333333333335,2.8219333333333334,3.5179333333333336
106,5.9692333333333325,2.573233333333333,1.5492333333333332
107,5.5517666666666665,6.631766666666667,2.097766666666667
108,0.20032999999999979,9.701329999999999,0.28132999999999975
109,4.163366666666666,0.8423666666666666,10.608366666666667
